+---------------------------------------------------------------------------------------+-------+----------+--------+
| dependency name                                                                       | count | precison | recall |
| javax.transaction:jta                                                                 |   63  |   0.0    |  0.0   |
| com.google.guava:guava-testlib                                                        |   8   |   0.0    |  0.0   |
| org.jooq:jooq-meta                                                                    |   6   |   0.0    |  0.0   |
| com.spotify:docker-client                                                             |   4   |   0.0    |  0.0   |
| org.apache.xmlbeans:xmlbeans                                                          |   22  |   0.0    |  0.0   |
| org.apache.hive:hive-exec                                                             |   11  |   0.0    |  0.0   |
| org.apache.camel:camel-spring                                                         |   15  |   0.0    |  0.0   |
| org.springframework.security:spring-security-test                                     |   31  |   0.0    |  0.0   |
| nz.net.ultraq.thymeleaf:thymeleaf-layout-dialect                                      |   9   |   0.0    |  0.0   |
| org.apache.felix:org.apache.felix.framework                                           |   14  |   0.0    |  0.0   |
| org.glassfish.jersey.bundles:jaxrs-ri                                                 |   7   |   0.0    |  0.0   |
| com.daimajia.easing:library                                                           |   4   |   0.0    |  0.0   |
| com.android.support:customtabs                                                        |   8   |   0.0    |  0.0   |
| javax.faces:jsf-api                                                                   |   13  |   0.0    |  0.0   |
| org.apache.httpcomponents:httpclient-cache                                            |   12  |   0.0    |  0.0   |
| aopalliance:aopalliance                                                               |   37  |   0.0    |  0.0   |
| com.facebook.stetho:stetho                                                            |   21  |   0.0    |  0.0   |
| io.swagger:swagger-parser                                                             |   6   |   0.0    |  0.0   |
| com.squareup.okhttp:okhttp-urlconnection                                              |   13  |   0.0    |  0.0   |
| com.querydsl:querydsl-jpa                                                             |   17  |   0.0    |  0.0   |
| net.sf.jopt-simple:jopt-simple                                                        |   13  |   0.0    |  0.0   |
| org.activiti:activiti-spring                                                          |   14  |   0.0    |  0.0   |
| org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven                          |   8   |   0.0    |  0.0   |
| org.hibernate:hibernate-envers                                                        |  113  |   0.0    |  0.0   |
| com.amazonaws:aws-java-sdk-dynamodb                                                   |   26  |   0.0    |  0.0   |
| org.apache.ignite:ignite-core                                                         |   5   |   0.0    |  0.0   |
| com.typesafe:config                                                                   |   14  |   0.0    |  0.0   |
| org.jetbrains.kotlin:kotlin-stdlib                                                    |   9   |   0.0    |  0.0   |
| net.serenity-bdd:serenity-cucumber                                                    |   8   |   0.0    |  0.0   |
| javax.servlet:jsp-api                                                                 |   57  |   0.0    |  0.0   |
| org.springframework.boot:spring-boot-starter-undertow                                 |   46  |   0.0    |  0.0   |
| org.bstats:bstats-bukkit                                                              |   3   |   0.0    |  0.0   |
| org.eclipse.jetty.websocket:websocket-server                                          |   11  |   0.0    |  0.0   |
| org.jadira.usertype:usertype.core                                                     |   17  |   0.0    |  0.0   |
| org.apache.tomcat:tomcat-juli                                                         |   6   |   0.0    |  0.0   |
| org.apache.maven.plugins:maven-surefire-plugin                                        |   11  |   0.0    |  0.0   |
| org.junit.platform:junit-platform-surefire-provider                                   |   20  |   0.0    |  0.0   |
| io.javaslang:javaslang                                                                |   9   |   0.0    |  0.0   |
| com.google.zxing:core                                                                 |   56  |   0.0    |  0.0   |
| javax.jms:javax.jms-api                                                               |   5   |   0.0    |  0.0   |
| jdom:jdom                                                                             |   11  |   0.0    |  0.0   |
| com.fasterxml.jackson.dataformat:jackson-dataformat-csv                               |   18  |   0.0    |  0.0   |
| com.sun.faces:jsf-impl                                                                |   74  |   0.0    |  0.0   |
| com.android.support:support-compat                                                    |   5   |   0.0    |  0.0   |
| org.powermock:powermock-core                                                          |   8   |   0.0    |  0.0   |
| org.apache.httpcomponents:httpmime                                                    |   62  |   0.0    |  0.0   |
| org.springframework.batch:spring-batch-test                                           |   5   |   0.0    |  0.0   |
| javax.interceptor:javax.interceptor-api                                               |   6   |   0.0    |  0.0   |
| org.apache.opennlp:opennlp-tools                                                      |   2   |   0.0    |  0.0   |
| org.apache.maven.plugins:maven-clean-plugin                                           |   1   |   0.0    |  0.0   |
| org.hibernate.common:hibernate-commons-annotations                                    |   37  |   0.0    |  0.0   |
| commons-dbutils:commons-dbutils                                                       |   22  |   0.0    |  0.0   |
| org.apache.tiles:tiles-core                                                           |   32  |   0.0    |  0.0   |
| com.github.tomakehurst:wiremock                                                       |   17  |   0.0    |  0.0   |
| org.jboss.fuse.bom:jboss-fuse-parent                                                  |   5   |   0.0    |  0.0   |
| commons-logging:commons-logging-api                                                   |   20  |   0.0    |  0.0   |
| io.dropwizard:dropwizard-client                                                       |   8   |   0.0    |  0.0   |
| net.wasdev.wlp.starters.rest:provided-pom                                             |   53  |   0.0    |  0.0   |
| org.codehaus.groovy:groovy-eclipse-compiler                                           |   6   |   0.0    |  0.0   |
| com.google.auto.value:auto-value                                                      |   10  |   0.0    |  0.0   |
| org.springframework.boot:spring-boot-dependencies                                     |   67  |   0.0    |  0.0   |
| com.googlecode.juniversalchardet:juniversalchardet                                    |   14  |   0.0    |  0.0   |
| com.zhy:autolayout                                                                    |   3   |   0.0    |  0.0   |
| org.apache.cassandra:cassandra-all                                                    |   6   |   0.0    |  0.0   |
| org.mybatis.generator:mybatis-generator-core                                          |   48  |   0.0    |  0.0   |
| org.apache.hbase:hbase-common                                                         |   10  |   0.0    |  0.0   |
| org.kie:kie-api                                                                       |   11  |   0.0    |  0.0   |
| com.amazonaws:dynamodblocal                                                           |   1   |   0.0    |  0.0   |
| com.estimote:sdk                                                                      |   3   |   0.0    |  0.0   |
| com.github.fakemongo:fongo                                                            |   2   |   0.0    |  0.0   |
| org.apache.hadoop:hadoop-mapreduce-client-core                                        |   40  |   0.0    |  0.0   |
| org.jolokia:jolokia-core                                                              |   15  |   0.0    |  0.0   |
| org.reflections:reflections                                                           |   27  |   0.0    |  0.0   |
| org.seleniumhq.selenium:selenium-api                                                  |   5   |   0.0    |  0.0   |
| io.spring.platform:platform-bom                                                       |   28  |   0.0    |  0.0   |
| com.squareup.leakcanary:leakcanary-android-no-op                                      |   17  |   0.0    |  0.0   |
| net.sourceforge.jtds:jtds                                                             |   22  |   0.0    |  0.0   |
| de.ruedigermoeller:fst                                                                |   9   |   0.0    |  0.0   |
| net.aksingh:owm-japis                                                                 |   1   |   0.0    |  0.0   |
| org.apache.xmlgraphics:batik-codec                                                    |   1   |   0.0    |  0.0   |
| com.sun.el:el-ri                                                                      |   4   |   0.0    |  0.0   |
| net.milkbowl.vault:vaultapi                                                           |   9   |   0.0    |  0.0   |
| org.primefaces.themes:bootstrap                                                       |   6   |   0.0    |  0.0   |
| org.apache.curator:curator-recipes                                                    |   39  |   0.0    |  0.0   |
| org.activiti:activiti-engine                                                          |   13  |   0.0    |  0.0   |
| org.eclipse.jetty:jetty-util                                                          |   14  |   0.0    |  0.0   |
| org.eclipse.persistence:org.eclipse.persistence.jpa.modelgen.processor                |   49  |   0.0    |  0.0   |
| org.hibernate:hibernate                                                               |   15  |   0.0    |  0.0   |
| org.glassfish.jersey.test-framework:jersey-test-framework-core                        |   3   |   0.0    |  0.0   |
| org.apache.commons:commons-exec                                                       |   15  |   0.0    |  0.0   |
| org.springframework.boot:spring-boot-actuator                                         |  126  |   0.0    |  0.0   |
| org.apache.camel:camel-test-spring                                                    |   9   |   0.0    |  0.0   |
| io.projectreactor:reactor-core                                                        |   10  |   0.0    |  0.0   |
| com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider                               |   84  |   0.0    |  0.0   |
| com.jfoenix:jfoenix                                                                   |   10  |   0.0    |  0.0   |
| com.github.docker-java:docker-java                                                    |   5   |   0.0    |  0.0   |
| com.googlecode.lanterna:lanterna                                                      |   4   |   0.0    |  0.0   |
| com.daimajia.androidanimations:library                                                |   7   |   0.0    |  0.0   |
| com.drewnoakes:metadata-extractor                                                     |   11  |   0.0    |  0.0   |
| org.parceler:parceler                                                                 |   5   |   0.0    |  0.0   |
| org.apache.commons:commons-csv                                                        |   40  |   0.0    |  0.0   |
| com.jcraft:jsch                                                                       |   29  |   0.0    |  0.0   |
| org.codehaus.mojo:exec-maven-plugin                                                   |   2   |   0.0    |  0.0   |
| com.google.android.things:androidthings                                               |   9   |   0.0    |  0.0   |
| org.antlr:antlr-runtime                                                               |   8   |   0.0    |  0.0   |
| com.squareup.retrofit:retrofit                                                        |   23  |   0.0    |  0.0   |
| org.apache.tomcat.embed:tomcat-embed-core                                             |   32  |   0.0    |  0.0   |
| com.saucelabs:sauce_junit                                                             |   1   |   0.0    |  0.0   |
| org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-inmemory |   5   |   0.0    |  0.0   |
| com.google.firebase:firebase-admin                                                    |   4   |   0.0    |  0.0   |
| com.sun.xml.bind:jaxb-impl                                                            |   16  |   0.0    |  0.0   |
| org.dbunit:dbunit                                                                     |   21  |   0.0    |  0.0   |
| info.cukes:cucumber-testng                                                            |   15  |   0.0    |  0.0   |
| io.netty:netty                                                                        |   28  |   0.0    |  0.0   |
| com.heroku.sdk:heroku-jdbc                                                            |   2   |   0.0    |  0.0   |
| org.primefaces.extensions:all-themes                                                  |   5   |   0.0    |  0.0   |
| org.drools:drools-core                                                                |   8   |   0.0    |  0.0   |
| org.eclipse.jetty.websocket:websocket-client                                          |   7   |   0.0    |  0.0   |
| org.apache.jena:apache-jena-libs                                                      |   12  |   0.0    |  0.0   |
| org.glassfish.jersey.media:jersey-media-sse                                           |   4   |   0.0    |  0.0   |
| com.qiniu:qiniu-java-sdk                                                              |   20  |   0.0    |  0.0   |
| org.webjars:angularjs                                                                 |   32  |   0.0    |  0.0   |
| com.twilio.sdk:twilio                                                                 |   5   |   0.0    |  0.0   |
| com.relevantcodes:extentreports                                                       |   8   |   0.0    |  0.0   |
| org.jboss.weld.se:weld-se-core                                                        |   7   |   0.0    |  0.0   |
| com.google.android.gms:play-services-maps                                             |   54  |   0.0    |  0.0   |
| com.sun.jersey:jersey-servlet                                                         |   26  |   0.0    |  0.0   |
| org.jmockit:jmockit                                                                   |   37  |   0.0    |  0.0   |
| com.fasterxml:classmate                                                               |   24  |    0     |   0    |
| org.jbundle.util.osgi.wrapped:org.jbundle.util.osgi.wrapped.org.apache.http.client    |   2   |    0     |   0    |
| unknown.binary:hibernate-jpamodelgen-4.3.1.final                                      |   1   |    0     |   0    |
| tv.danmaku.ijk.media:ijkplayer-exo                                                    |   3   |    0     |   0    |
| org.fusesource.leveldbjni:leveldbjni-all                                              |   4   |    0     |   0    |
| pentaho-kettle:kettle-core                                                            |   4   |    0     |   0    |
| org.apache.hive:hive-service                                                          |   4   |    0     |   0    |
| edu.stanford.protege:protege-editor-owl                                               |   1   |    0     |   0    |
| tv.danmaku.ijk.media:ijkplayer-java                                                   |   3   |    0     |   0    |
| com.netflix.nebula:gradle-lint-plugin                                                 |   0   |    0     |   0    |
| cn.bmob.android:bmob-sdk                                                              |   2   |    0     |   0    |
| org.apache.hadoop:hadoop-mapreduce-client-jobclient                                   |   15  |    0     |   0    |
| com.notnoop.apns:apns                                                                 |   1   |    0     |   0    |
| com.vaadin:vaadin-compatibility-server                                                |   10  |    0     |   0    |
| com.facebook.fresco:imagepipeline-okhttp3                                             |   25  |    0     |   0    |
| org.springframework.social:spring-social-facebook                                     |   12  |    0     |   0    |
| com.tencent.bugly:symtabfileuploader                                                  |   2   |    0     |   0    |
| io.dropwizard:dropwizard-hibernate                                                    |   11  |    0     |   0    |
| org.springframework:spring-instrument                                                 |   18  |    0     |   0    |
| net.lightbody.bmp:browsermob-core                                                     |   0   |    0     |   0    |
| com.facebook.android:account-kit-sdk                                                  |   2   |    0     |   0    |
| ch.ethz.ganymed:ganymed-ssh2                                                          |   4   |    0     |   0    |
| com.hujiang.aspectjx:gradle-android-plugin-aspectjx                                   |   1   |    0     |   0    |
| org.wildfly.swarm:jaxrs-jsonp                                                         |   4   |    0     |   0    |
| com.spatial4j:spatial4j                                                               |   4   |    0     |   0    |
| com.android.support:support-core-utils                                                |   5   |    0     |   0    |
| net.wasdev.wlp.starters.web:provided-pom                                              |   51  |    0     |   0    |
| com.madgag.spongycastle:prov                                                          |   2   |    0     |   0    |
| com.enigmabridge:hibernate4-sqlite-dialect                                            |   0   |    0     |   0    |
| com.yalantis:ucrop                                                                    |   0   |    0     |   0    |
| org.codehaus.plexus:plexus-compiler-javac                                             |   7   |    0     |   0    |
| org.apache.cxf:cxf-rt-ws-policy                                                       |   5   |    0     |   0    |
| org.swinglabs:swingx                                                                  |   0   |    0     |   0    |
| com.squareup.okhttp:okhttp-ws                                                         |   2   |    0     |   0    |
| com.pkmmte.view:circularimageview                                                     |   2   |    0     |   0    |
| org.vaadin.spring.extensions:vaadin-spring-ext-boot                                   |   2   |    0     |   0    |
| de.robv.android.xposed:api                                                            |   0   |    0     |   0    |
| com.github.jai-imageio:jai-imageio-core                                               |   2   |    0     |   0    |
| org.slf4j:slf4j-nop                                                                   |   7   |    0     |   0    |
| org.apache.geronimo.specs:geronimo-servlet_2.4_spec                                   |   2   |    0     |   0    |
| com.google.endpoints:endpoints-framework                                              |   2   |    0     |   0    |
| io.dropwizard.metrics:metrics-ehcache                                                 |   6   |    0     |   0    |
| com.squareup.sqlbrite:sqlbrite                                                        |   4   |    0     |   0    |
| io.dropwizard.metrics:metrics-healthchecks                                            |   15  |    0     |   0    |
| net.wasdev.wlp.starters.microprofile:provided-pom                                     |   0   |    0     |   0    |
| ca.uhn.hapi.fhir:hapi-fhir-base                                                       |   1   |    0     |   0    |
| com.weibo:motan-transport-netty                                                       |   3   |    0     |   0    |
| com.google.inject.extensions:guice-servlet                                            |   21  |    0     |   0    |
| cn.bmob.android:http-legacy                                                           |   2   |    0     |   0    |
| com.android.support:preference-v7                                                     |   15  |    0     |   0    |
| com.paypal.sdk:paypal-android-sdk                                                     |   1   |    0     |   0    |
| org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec                                   |   11  |    0     |   0    |
| stax:stax-api                                                                         |   2   |    0     |   0    |
| de.javakaffee:kryo-serializers                                                        |   9   |    0     |   0    |
| org.infinispan:infinispan-bom                                                         |   9   |    0     |   0    |
| org.osgi:osgi.cmpn                                                                    |   4   |    0     |   0    |
| struts:struts                                                                         |   1   |    0     |   0    |
| tk.mybatis:mapper-spring-boot-starter                                                 |   1   |    0     |   0    |
| org.springframework.integration:spring-integration-kafka                              |   2   |    0     |   0    |
| com.google.code.findbugs:findbugs                                                     |   1   |    0     |   0    |
| org.osgi:org.osgi.service.component.annotations                                       |   3   |    0     |   0    |
| org.springframework.mobile:spring-mobile-device                                       |   5   |    0     |   0    |
| de.appsist.commons:event                                                              |   0   |    0     |   0    |
| com.itextpdf:kernel                                                                   |   4   |    0     |   0    |
| org.kt3k.gradle.plugin:coveralls-gradle-plugin                                        |   3   |    0     |   0    |
| net.coobird:thumbnailator                                                             |   9   |    0     |   0    |
| com.github.mkolisnyk:cucumber-reports                                                 |   1   |    0     |   0    |
| org.apache.maven.scm:maven-scm-provider-gitexe                                        |   16  |    0     |   0    |
| com.github.nkzawa:socket.io-client                                                    |   0   |    0     |   0    |
| com.qaprosoft:carina-core                                                             |   0   |    0     |   0    |
| org.springframework.security:spring-security-aspects                                  |   1   |    0     |   0    |
| org.apache.maven.wagon:wagon-ssh                                                      |   0   |    0     |   0    |
| com.alibaba:dubbo-demo-api                                                            |   5   |    0     |   0    |
| org.apache.struts:struts2-convention-plugin                                           |   11  |    0     |   0    |
| org.glassfish:javax.annotation                                                        |   9   |    0     |   0    |
| com.google.appengine:appengine-endpoints                                              |   11  |    0     |   0    |
| org.springframework.cloud:spring-cloud-starter-sleuth                                 |   11  |    0     |   0    |
| org.axonframework:axon-core                                                           |   3   |    0     |   0    |
| org.apache.camel:camel-spring-boot-dependencies                                       |   18  |    0     |   0    |
| io.ddavison:conductor                                                                 |   1   |    0     |   0    |
| org.samba.jcifs:jcifs                                                                 |   3   |    0     |   0    |
| commons-el:commons-el                                                                 |   3   |    0     |   0    |
| com.vk.api:sdk                                                                        |   2   |    0     |   0    |
| org.apache.httpcomponents:httpclient-android                                          |   7   |    0     |   0    |
| commons-daemon:commons-daemon                                                         |   7   |    0     |   0    |
| us.codecraft:webmagic-extension                                                       |   2   |    0     |   0    |
| org.jboss.spec.javax.ejb:jboss-ejb-api_3.1_spec                                       |   11  |    0     |   0    |
| com.tilab.jade:jade                                                                   |   1   |    0     |   0    |
| org.vaadin.addon:confirmdialog                                                        |   0   |    0     |   0    |
| com.android.support:appcompat-v7                                                      |  2381 |    0     |   0    |
| org.apache.camel:camel-swagger-java-starter                                           |   3   |    0     |   0    |
| org.apache.shiro:shiro-all                                                            |   7   |    0     |   0    |
| org.infinispan.protostream:protostream                                                |   0   |    0     |   0    |
| bouncycastle:bcprov-jdk16                                                             |   2   |    0     |   0    |
| org.jruby:jruby                                                                       |   4   |    0     |   0    |
| org.springframework.batch:spring-batch-integration                                    |   4   |    0     |   0    |
| org.apache.bookkeeper:bookkeeper-server                                               |   4   |    0     |   0    |
| io.github.jhipster:jhipster                                                           |   97  |    0     |   0    |
| org.apache.beam:beam-runners-spark                                                    |   2   |    0     |   0    |
| org.springframework.boot:spring-boot-maven-plugin                                     |   4   |    0     |   0    |
| org.apache.hive:hive-metastore                                                        |   4   |    0     |   0    |
| net.sourceforge.collections:collections-generic                                       |   5   |    0     |   0    |
| org.mybatis:mybatis-typehandlers-jsr310                                               |   3   |    0     |   0    |
| io.vertx:vertx-config                                                                 |   9   |    0     |   0    |
| com.github.jknack:handlebars                                                          |   4   |    0     |   0    |
| org.apache.cxf:cxf-rt-databinding-jaxb                                                |   6   |    0     |   0    |
| com.google.appengine:appengine-api-labs                                               |   1   |    0     |   0    |
| org.openimaj:image-feature-extraction                                                 |   0   |    0     |   0    |
| com.github.derjust:spring-data-dynamodb                                               |   5   |    0     |   0    |
| io.projectreactor.ipc:reactor-netty                                                   |   4   |    0     |   0    |
| org.apache.pdfbox:fontbox                                                             |   4   |    0     |   0    |
| bsf:bsf                                                                               |   4   |    0     |   0    |
| org.apache.taglibs:taglibs-standard-impl                                              |   11  |    0     |   0    |
| com.facebook.fresco:webpsupport                                                       |   3   |    0     |   0    |
| org.springframework.integration:spring-integration-amqp                               |   1   |    0     |   0    |
| it.neokree:materialtabs                                                               |   3   |    0     |   0    |
| com.tbruyelle.rxpermissions2:rxpermissions                                            |   6   |    0     |   0    |
| de.jensd:fontawesomefx                                                                |   4   |    0     |   0    |
| com.google.caliper:caliper                                                            |   3   |    0     |   0    |
| com.github.miemiedev:mybatis-paginator                                                |   4   |    0     |   0    |
| io.projectreactor:reactor-net                                                         |   2   |    0     |   0    |
| org.jboss.resteasy:resteasy-spring                                                    |   2   |    0     |   0    |
| org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec                               |   5   |    0     |   0    |
| com.larswerkman:holocolorpicker                                                       |   2   |    0     |   0    |
| org.apache.cxf:cxf-rt-rs-extension-providers                                          |   5   |    0     |   0    |
| com.dangdang:elastic-job-lite-spring                                                  |   2   |    0     |   0    |
| org.apache.xmlrpc:xmlrpc-client                                                       |   2   |    0     |   0    |
| org.liquibase.ext:liquibase-hibernate4                                                |   7   |    0     |   0    |
| org.liquibase.ext:liquibase-hibernate5                                                |   89  |    0     |   0    |
| org.springframework.cloud:spring-cloud-config                                         |   3   |    0     |   0    |
| org.wildfly.swarm:logging                                                             |   0   |    0     |   0    |
| io.netty:netty-codec                                                                  |   2   |    0     |   0    |
| com.google.cloud:google-cloud-bigquery                                                |   1   |    0     |   0    |
| us.codecraft:webmagic-core                                                            |   11  |    0     |   0    |
| net.simonvt.schematic:schematic-compiler                                              |   1   |    0     |   0    |
| com.smoketurner:dropwizard-swagger                                                    |   4   |    0     |   0    |
| org.forgerock.commons:forgerock-audit-handler-jdbc                                    |   5   |    0     |   0    |
| com.afollestad.material-dialogs:commons                                               |   8   |    0     |   0    |
| com.tngtech.java:junit-dataprovider                                                   |   2   |    0     |   0    |
| io.opentracing:opentracing-api                                                        |   4   |    0     |   0    |
| ant:ant-nodeps                                                                        |   6   |    0     |   0    |
| com.itextpdf:layout                                                                   |   3   |    0     |   0    |
| org.apache.lucene:lucene-queries                                                      |   7   |    0     |   0    |
| info.cukes:cucumber-html                                                              |   0   |    0     |   0    |
| org.apache.spark:spark-hive_2.10                                                      |   8   |    0     |   0    |
| org.webjars:stomp-websocket                                                           |   13  |    0     |   0    |
| org.forgerock.commons:forgerock-audit-handler-csv                                     |   5   |    0     |   0    |
| org.hibernate.javax.persistence:hibernate-jpa-2.0-api                                 |   76  |    0     |   0    |
| org.apache.mahout:mahout-integration                                                  |   3   |    0     |   0    |
| org.codehaus.mojo:cobertura-maven-plugin                                              |   2   |    0     |   0    |
| org.apache.tomcat:jsp-api                                                             |   0   |    0     |   0    |
| org.glassfish:javax.el                                                                |   17  |    0     |   0    |
| org.web3j:core                                                                        |   0   |    0     |   0    |
| de.codecentric:spring-boot-admin-server                                               |   11  |    0     |   0    |
| org.apache.httpcomponents:httpcore-nio                                                |   6   |    0     |   0    |
| org.mortbay.jetty:jsp-2.1-glassfish                                                   |   0   |    0     |   0    |
| org.jboss.arquillian.container:arquillian-tomcat-managed-7                            |   4   |    0     |   0    |
| org.jxls:jxls-poi                                                                     |   2   |    0     |   0    |
| org.apache.jena:jena-core                                                             |   9   |    0     |   0    |
| org.jbpm:jbpm-flow                                                                    |   1   |    0     |   0    |
| org.tuckey:urlrewritefilter                                                           |   2   |    0     |   0    |
| io.rest-assured:spring-mock-mvc                                                       |   3   |    0     |   0    |
| batik:batik-bridge                                                                    |   2   |    0     |   0    |
| org.apache.struts:struts2-sitemesh-plugin                                             |   2   |    0     |   0    |
| org.apache.struts:struts2-core                                                        |   26  |    0     |   0    |
| org.apache.struts.xwork:xwork-core                                                    |   2   |    0     |   0    |
| org.slick2d:slick2d-core                                                              |   1   |    0     |   0    |
| org.springframework.integration:spring-integration-http                               |   8   |    0     |   0    |
| com.ogaclejapan.smarttablayout:library                                                |   0   |    0     |   0    |
| com.stripe:stripe-java                                                                |   1   |    0     |   0    |
| org.apache.xmlgraphics:batik-dom                                                      |   0   |    0     |   0    |
| com.github.bumptech.glide:okhttp3-integration                                         |   2   |    0     |   0    |
| org.mortbay.jetty:jetty-util                                                          |   2   |    0     |   0    |
| org.apache.curator:curator-framework                                                  |   30  |    0     |   0    |
| io.vertx:vertx-redis-client                                                           |   2   |    0     |   0    |
| net.gotev:uploadservice                                                               |   0   |    0     |   0    |
| com.google.oauth-client:google-oauth-client-java6                                     |   2   |    0     |   0    |
| com.github.vladimir-bukhtoyarov:bucket4j-core                                         |   0   |    0     |   0    |
| org.pcap4j:pcap4j-packetfactory-static                                                |   1   |    0     |   0    |
| com.google.api-client:google-api-client-android                                       |   4   |    0     |   0    |
| com.googlecode.lambdaj:lambdaj                                                        |   5   |    0     |   0    |
| com.annimon:stream                                                                    |   3   |    0     |   0    |
| org.uncommons:reportng                                                                |   3   |    0     |   0    |
| com.google.firebase:firebase-server-sdk                                               |   4   |    0     |   0    |
| org.springframework.cloud:spring-cloud-spring-service-connector                       |   5   |    0     |   0    |
| com.tbruyelle.rxpermissions:rxpermissions                                             |   3   |    0     |   0    |
| org.keycloak:keycloak-core                                                            |   2   |    0     |   0    |
| dbunit:dbunit                                                                         |   3   |    0     |   0    |
| org.jboss.arquillian.container:arquillian-glassfish-embedded-3.1                      |   6   |    0     |   0    |
| com.squareup:javapoet                                                                 |   11  |    0     |   0    |
| org.mapstruct:mapstruct                                                               |   2   |    0     |   0    |
| com.google.auto:auto-common                                                           |   2   |    0     |   0    |
| com.google.dexmaker:dexmaker-mockito                                                  |   5   |    0     |   0    |
| com.daimajia.slider:library                                                           |   5   |    0     |   0    |
| org.glassfish.jersey.ext:jersey-spring3                                               |   16  |    0     |   0    |
| org.jboss.spec.javax.ejb:jboss-ejb-api_3.2_spec                                       |   25  |    0     |   0    |
| org.apache.lucene:lucene-highlighter                                                  |   9   |    0     |   0    |
| io.fabric8:fabric8-project-bom-camel-spring-boot                                      |   15  |    0     |   0    |
| com.carrotsearch.randomizedtesting:randomizedtesting-runner                           |   4   |    0     |   0    |
| javax.xml.bind:jaxb-api                                                               |   34  |    0     |   0    |
| rhino:js                                                                              |   2   |    0     |   0    |
| com.amazonaws:aws-java-sdk-kinesis                                                    |   3   |    0     |   0    |
| ca.uhn.hapi:hapi-structures-v25                                                       |   3   |    0     |   0    |
| org.forgerock.commons:forgerock-util                                                  |   9   |    0     |   0    |
| org.apache.hbase:hbase-hadoop2-compat                                                 |   2   |    0     |   0    |
| com.michaelpardo:activeandroid                                                        |   2   |    0     |   0    |
| org.jboss.logmanager:jboss-logmanager                                                 |   1   |    0     |   0    |
| org.camunda.bpm:camunda-bom                                                           |   1   |    0     |   0    |
| edu.uci.ics:crawler4j                                                                 |   6   |    0     |   0    |
| org.apache.tomcat:tomcat-dbcp                                                         |   16  |    0     |   0    |
| org.apache.hadoop:hadoop-yarn-client                                                  |   7   |    0     |   0    |
| de.codecentric:spring-boot-admin-server-ui-turbine                                    |   2   |    0     |   0    |
| org.antlr:antlr4-maven-plugin                                                         |   3   |    0     |   0    |
| org.webjars:angular-ui-bootstrap                                                      |   2   |    0     |   0    |
| org.l33tlabs.twl:pngdecoder                                                           |   3   |    0     |   0    |
| com.sun.mail:android-activation                                                       |   2   |    0     |   0    |
| pub.devrel:easypermissions                                                            |   0   |    0     |   0    |
| com.liferay.portal:util-java                                                          |   2   |    0     |   0    |
| org.apache.sling:org.apache.sling.testing.tools                                       |   6   |    0     |   0    |
| net.hockeyapp.android:hockeysdk                                                       |   3   |    0     |   0    |
| io.projectreactor.addons:reactor-test                                                 |   3   |    0     |   0    |
| com.google.api-client:google-api-client-xml                                           |   0   |    0     |   0    |
| org.springframework.social:spring-social-config                                       |   5   |    0     |   0    |
| net.sf.json-lib:json-lib-ext-spring                                                   |   5   |    0     |   0    |
| com.jfinal:cos                                                                        |   4   |    0     |   0    |
| com.mpatric:mp3agic                                                                   |   6   |    0     |   0    |
| org.webjars:jquery-ui                                                                 |   6   |    0     |   0    |
| ch.acra:acra                                                                          |   4   |    0     |   0    |
| com.squareup.okhttp3:okhttp-ws                                                        |   23  |    0     |   0    |
| com.destroystokyo.paper:paper-api                                                     |   2   |    0     |   0    |
| org.apache.hadoop:hadoop-yarn-server-nodemanager                                      |   2   |    0     |   0    |
| com.netflix.feign:feign-gson                                                          |   2   |    0     |   0    |
| com.101tec:zkclient                                                                   |   45  |    0     |   0    |
| org.eclipse.jetty:jetty-client                                                        |   7   |    0     |   0    |
| com.esotericsoftware.kryo:kryo                                                        |   14  |    0     |   0    |
| com.squareup.wire:wire-runtime                                                        |   2   |    0     |   0    |
| org.apache.logging.log4j:log4j-slf4j-impl                                             |  100  |    0     |   0    |
| org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jdk-http |   2   |    0     |   0    |
| com.amazonaws:aws-java-sdk-iam                                                        |   1   |    0     |   0    |
| org.apache.spark:spark-streaming-kafka-0-8_2.11                                       |   2   |    0     |   0    |
| net.researchgate:gradle-release                                                       |   1   |    0     |   0    |
| com.espertech:esper                                                                   |   2   |    0     |   0    |
| com.mchange:mchange-commons-java                                                      |   8   |    0     |   0    |
| org.codehaus.plexus:plexus-compiler-eclipse                                           |   5   |    0     |   0    |
| com.googlecode.log4jdbc:log4jdbc                                                      |   11  |    0     |   0    |
| org.scala-lang:scala-reflect                                                          |   0   |    0     |   0    |
| org.robolectric:shadows-support-v4                                                    |   1   |    0     |   0    |
| cz.msebera.android:httpclient                                                         |   2   |    0     |   0    |
| commons-discovery:commons-discovery                                                   |   12  |    0     |   0    |
| org.apache.camel:camel-parent                                                         |   10  |    0     |   0    |
| info.hoang8f:fbutton                                                                  |   2   |    0     |   0    |
| com.android.support:support-v13                                                       |   25  |    0     |   0    |
